RowNumber,CustomerId,Surname,education,Geography,Gender,Age,Tenure,marital,IsActiveMember,EstimatedSalary,HasApp,HasLoan,HasInsurance,HasCrCard,NumOfProducts
3759,15582910,Turnbull,secondary,Accra,Male,38,4,divorced,0,16717.11,0,1,0,1,2
3760,15688337,Dixon,secondary,Accra,Male,40,9,married,1,160277.65,0,0,0,0,0
3761,15734970,White,secondary,Accra,Male,38,7,single,0,175905.97,0,1,0,1,2
3762,15759140,Long,secondary,Accra,Female,64,10,divorced,1,66040.83,0,0,0,1,1
3763,15643042,Han,secondary,Accra,Female,40,2,divorced,0,92198.05,0,0,0,1,1
3764,15773868,Belov,secondary,Accra,Female,37,3,married,0,134625.09,0,1,0,0,1
3765,15615820,MacDonald,secondary,Accra,Male,49,8,single,1,50974.57,0,0,0,1,1
3766,15730273,Parsons,tertiary,Accra,Male,27,8,married,0,171922.72,1,1,0,1,3
3767,15724890,Cross,primary,Accra,Male,36,4,married,0,83058.14,0,1,0,0,1
3768,15765952,Milanesi,secondary,Accra,Male,29,4,single,0,188382.77,0,1,0,1,2
3769,15685920,Lombardo,primary,Accra,Male,34,2,married,0,198030.24,0,1,0,0,1
3770,15663263,Collins,secondary,Accra,Male,47,5,married,0,1055.66,0,0,0,1,1
3771,15568953,Alexeieva,secondary,Accra,Male,27,1,single,1,133173.19,0,0,0,1,1
3772,15643361,Cullen,primary,Accra,Male,34,8,married,1,189875.83,0,0,0,1,1
3773,15699486,Johnson,tertiary,Accra,Male,34,7,divorced,1,31802.92,1,0,0,0,1
3774,15747854,Rudd,secondary,Accra,Female,35,3,divorced,1,132649.85,0,1,0,0,1
3775,15691785,Findlay,secondary,Accra,Male,61,1,married,0,53067.83,0,0,0,1,1
3776,15709004,Mai,primary,Accra,Male,22,2,married,1,961.57,0,1,0,0,1
3777,15652218,Morrison,secondary,Accra,Male,33,2,married,0,71333.44,0,1,0,1,2
3778,15697127,Monaldo,secondary,Accra,Female,31,2,married,1,16658.76,0,1,0,1,2
3779,15658486,Gidney,secondary,Accra,Female,59,3,married,1,74878.22,0,0,0,0,0
3780,15694160,Sagese,secondary,Accra,Male,37,0,divorced,0,112104.55,0,1,0,1,2
3781,15685290,Wall,secondary,Accra,Male,46,5,divorced,0,48421.4,0,1,0,0,1
3782,15701042,Dalton,tertiary,Accra,Female,27,2,married,0,170320.58,1,1,0,0,2
3783,15680449,Hsing,secondary,Accra,Female,44,2,married,0,37688.31,0,0,0,0,0
3784,15599860,Warner,tertiary,Accra,Female,26,8,single,1,136592.24,1,1,0,0,2
3785,15723169,Williams,secondary,Accra,Female,31,9,married,0,48640.77,0,1,0,0,1
3786,15803842,Dunn,secondary,Accra,Female,45,3,divorced,1,89773.45,0,0,0,0,0
3787,15728224,Kerr,secondary,Accra,Female,41,9,single,0,42131.26,0,1,0,0,1
3788,15644174,Marchesi,tertiary,Accra,Male,27,4,married,1,186523.72,1,0,0,1,2
3789,15707110,Endrizzi,secondary,Accra,Male,28,2,single,0,41758.9,0,0,0,1,1
3790,15765415,King,secondary,Accra,Female,45,4,married,1,199256.98,0,0,0,0,0
3791,15756751,Griffiths,secondary,Accra,Female,54,0,single,1,153482.91,0,0,0,0,0
3792,15795151,Hartzler,secondary,Accra,Female,38,3,divorced,0,21177.1,0,1,0,0,1
3793,15632859,Chukwudi,primary,Accra,Male,36,7,married,1,138743.86,0,1,0,1,2
3794,15584037,Denisov,secondary,Accra,Male,58,5,married,0,25881,0,1,0,1,2
3795,15621409,Endrizzi,secondary,Accra,Male,32,4,married,0,66469.2,0,0,0,1,1
3796,15581102,Baresi,unknown,Accra,Female,22,2,single,1,142670.61,0,1,0,0,1
3797,15578096,Nnachetam,secondary,Accra,Male,26,7,single,0,103563.23,0,0,0,1,1
3798,15669887,Lambert,secondary,Accra,Female,51,3,married,1,69101.23,0,0,0,1,1
3799,15621834,Game,secondary,Accra,Female,43,0,married,0,59475.35,0,0,0,1,1
3800,15655341,Chinagorom,secondary,Accra,Female,35,5,married,0,135287.74,0,0,0,1,1
3801,15685314,Noble,secondary,Accra,Female,28,2,single,1,38773.74,0,0,0,1,1
3802,15653997,Haynes,primary,Accra,Male,31,6,married,0,138396.32,0,1,0,1,2
3803,15629551,Cattaneo,secondary,Accra,Female,44,9,single,1,110718.02,0,0,0,0,0
3804,15651264,Yobanna,tertiary,Accra,Male,51,4,married,0,118545.49,1,0,0,0,1
3805,15760825,Fraser,secondary,Accra,Female,40,1,single,0,123207.17,0,1,0,1,2
3806,15597394,Rhodes,secondary,Accra,Male,34,0,married,0,99984.86,0,1,0,0,1
3807,15740383,Jimenez,tertiary,Accra,Female,38,10,single,0,58332.91,1,0,0,0,1
3808,15670562,Pharr,tertiary,Accra,Male,30,3,married,1,50906.65,1,1,0,0,2
3809,15698117,Jerger,primary,Accra,Male,41,0,single,1,127623.36,0,0,0,0,0
3810,15694805,McIntyre,secondary,Accra,Male,35,1,married,1,169665.79,0,0,0,1,1
3811,15746802,Onio,primary,Accra,Female,30,6,single,0,194144.45,0,0,0,0,0
3812,15589428,Tomlinson,secondary,Accra,Female,42,9,single,0,35673.42,0,1,0,1,2
3813,15790267,Onuoha,secondary,Accra,Female,40,7,single,1,177397.49,0,0,0,1,1
3814,15665402,Panicucci,secondary,Accra,Male,73,5,single,1,159677.46,0,1,0,0,1
3815,15642093,Piccio,primary,Accra,Male,30,7,single,0,153566.97,0,1,0,1,2
3816,15666181,Ramsden,secondary,Accra,Male,33,0,married,0,52411.99,0,1,0,1,2
3817,15602554,Vorobyova,secondary,Accra,Female,31,9,single,1,79222.02,0,0,0,1,1
3818,15724251,Todd,secondary,Accra,Female,29,6,divorced,0,32589.89,0,0,0,0,0
3819,15740147,Cremonesi,secondary,Accra,Female,44,10,single,1,93777.61,0,0,0,1,1
3820,15718289,Bradley,secondary,Accra,Male,46,3,divorced,0,112549.99,0,1,0,1,2
3821,15763148,Stanley,primary,Accra,Male,39,9,married,0,191063.36,0,0,0,1,1
3822,15685245,Jowett,primary,Accra,Female,56,5,married,1,153810.41,0,1,0,1,2
3823,15626985,Yefremova,secondary,Accra,Female,39,0,married,0,105886.77,0,0,0,0,0
3824,15585823,Wilson,primary,Accra,Male,31,8,married,0,96131.47,0,1,0,1,2
3825,15728167,Abramovich,secondary,Accra,Male,44,2,married,0,15120.86,0,0,0,0,0
3826,15762928,Venables,secondary,Accra,Male,44,8,single,0,16989.77,0,0,0,0,0
3827,15751774,Monnier,secondary,Accra,Male,76,4,single,1,143133.18,0,1,0,1,2
3828,15654733,Hsieh,secondary,Accra,Male,57,3,married,0,93336.93,0,0,0,0,0
3829,15809777,Gadsden,primary,Accra,Female,55,7,married,1,9972.64,0,1,0,0,1
3830,15744200,Ni,primary,Accra,Female,36,1,married,0,30579.82,0,0,0,0,0
3831,15720713,Chibueze,secondary,Accra,Female,29,10,single,1,199775.67,0,1,0,1,2
3832,15695356,Chinwemma,secondary,Accra,Male,46,5,married,0,179908.71,0,1,0,0,1
3833,15653315,Kang,primary,Accra,Female,35,1,married,0,101667,0,0,0,0,0
3834,15604792,Kuo,tertiary,Accra,Male,38,6,single,1,171430.16,1,1,0,0,2
3835,15704819,Ositadimma,secondary,Accra,Female,39,6,single,0,112973.34,0,0,0,0,0
3836,15670859,Smith,secondary,Accra,Female,39,7,single,1,190746.38,0,0,0,0,0
3837,15602797,Okwudilichukwu,tertiary,Accra,Female,49,5,married,1,187689.91,1,1,0,0,2
3838,15662533,Porter,primary,Accra,Female,23,1,married,0,153229.19,0,0,0,1,1
3839,15778154,Kung,secondary,Accra,Male,50,4,single,1,14217.77,0,0,0,1,1
3840,15806230,Trevisano,tertiary,Accra,Male,40,2,single,1,64849.74,1,0,0,1,2
3841,15662884,Naylor,primary,Accra,Male,58,1,married,1,160122.66,0,0,0,0,0
3842,15750778,Ponomarev,primary,Accra,Female,60,2,married,1,138160.11,0,1,0,1,2
3843,15717185,Udinese,primary,Accra,Male,28,8,married,1,64286.39,0,0,0,1,1
3844,15677804,Aliyeva,secondary,Accra,Male,38,1,single,1,80178.54,0,1,0,1,2
3845,15568915,Bailey,secondary,Accra,Male,38,6,divorced,0,101319.76,0,0,0,1,1
3846,15736495,Jackson,primary,Accra,Male,34,8,single,0,92794.61,0,1,0,0,1
3847,15737354,Yin,secondary,Accra,Female,48,7,single,1,63708.07,0,0,0,1,1
3848,15667889,Akobundu,secondary,Accra,Female,37,6,single,0,110782.88,0,1,0,1,2
3849,15577831,Byrne,secondary,Accra,Male,41,4,married,0,10779.69,0,1,0,1,2
3850,15729836,Robinson,unknown,Accra,Male,32,1,single,0,183289.22,0,1,0,1,2
3851,15775293,Stephenson,secondary,Accra,Male,34,3,married,0,66526.01,0,0,0,1,1
3852,15697597,Chiemenam,tertiary,Accra,Male,26,1,divorced,1,123697.95,1,1,0,1,3
3853,15639669,Forbes,secondary,Accra,Male,36,9,married,1,155700.15,0,0,0,0,0
3854,15631392,Douglas,primary,Accra,Male,43,9,married,1,82081.35,0,1,0,1,2
3855,15580935,Okechukwu,secondary,Accra,Male,33,9,married,0,121747.96,0,1,0,0,1
3856,15590344,Russell,secondary,Accra,Male,32,3,single,1,172810.51,0,0,0,1,1
3857,15653306,Ermakova,tertiary,Accra,Female,32,0,divorced,0,159584.81,1,1,0,1,3
3858,15805025,Oster,primary,Accra,Female,45,7,single,1,108402.54,0,1,0,1,2
3859,15658449,Chizoba,primary,Accra,Male,45,9,married,1,77330.35,0,1,0,1,2
3860,15694450,Bianchi,primary,Accra,Male,42,5,married,0,21007.96,0,1,0,1,2
3861,15605666,Peyser,secondary,Accra,Female,34,6,married,1,9398.45,0,1,0,0,1
3862,15615126,Cocci,secondary,Accra,Female,37,3,divorced,0,182156.81,0,1,0,1,2
3863,15726588,Seleznev,tertiary,Accra,Female,36,3,single,0,110525.6,1,1,0,1,3
3864,15645095,Huang,unknown,Accra,Female,28,3,divorced,0,51536.99,0,1,0,0,1
3865,15808960,Alleyne,primary,Accra,Male,40,5,married,0,49722.34,0,0,0,1,1
3866,15729435,McKenzie,secondary,Accra,Male,40,6,married,1,66119.07,0,0,0,0,0
3867,15656840,Zikoranachukwudimma,secondary,Accra,Female,29,6,married,1,37160.28,0,1,0,0,1
3868,15659149,King,secondary,Accra,Male,39,2,married,0,197923.05,0,1,0,0,1
3869,15585490,Nkemdilim,tertiary,Accra,Female,34,4,married,1,65166.6,1,0,0,0,1
3870,15674929,Anderson,tertiary,Accra,Female,31,7,single,0,49326.07,1,1,0,1,3
3871,15746341,Ejikemeifeuwa,secondary,Accra,Male,40,8,married,1,42495.81,0,1,0,0,1
3872,15662091,Adams,secondary,Accra,Male,21,2,single,1,148087.62,0,0,0,1,1
3873,15620123,Christie,secondary,Accra,Male,39,6,single,0,9641.4,0,1,0,1,2
3874,15616240,Yeh,tertiary,Accra,Male,37,4,married,1,164844.37,1,1,0,0,2
3875,15624186,McGregor,primary,Accra,Female,25,1,married,1,132959.33,0,0,0,0,0
3876,15605036,Pisano,secondary,Accra,Female,37,9,single,1,135088.58,0,0,0,0,0
3877,15805151,Ginikanwa,secondary,Accra,Male,31,2,divorced,1,4441.54,0,0,0,1,1
3878,15753847,Hawkins,secondary,Accra,Male,45,4,single,1,174916.85,0,1,0,0,1
3879,15653222,Otutodilichukwu,tertiary,Accra,Female,32,6,married,1,1795.93,1,0,0,1,2
3880,15757541,Rickard,primary,Accra,Female,33,9,married,0,180249.94,0,0,0,1,1
3881,15726945,Andreev,secondary,Accra,Female,72,8,single,1,153604.44,0,0,0,1,1
3882,15794276,Steele,tertiary,Accra,Female,64,3,single,1,189703.65,1,0,0,0,1
3883,15568328,Black,secondary,Accra,Female,22,2,married,1,66393.89,0,0,0,1,1
3884,15604355,Shand,secondary,Accra,Male,39,1,married,1,30709.03,0,1,0,1,2
3885,15735788,Chiagoziem,secondary,Accra,Male,31,6,single,1,71009.84,0,0,0,0,0
3886,15618255,Fedorov,tertiary,Accra,Female,56,6,married,0,143049.72,1,0,0,1,2
3887,15720941,Tien,tertiary,Accra,Male,34,8,single,1,1561.58,1,1,0,0,2
3888,15769110,Stehle,secondary,Accra,Female,46,5,married,0,49707.85,0,0,0,0,0
3889,15576094,Sung,primary,Accra,Male,71,0,married,1,29837.65,0,0,0,1,1
3890,15756150,Alexander,tertiary,Accra,Female,39,2,single,0,9041.71,1,0,0,1,2
3891,15719579,McIntosh,unknown,Accra,Female,33,9,married,1,198017.05,0,0,0,1,1
3892,15748854,Sung,primary,Accra,Female,28,5,single,0,143481.85,0,1,0,1,2
3893,15612455,Yao,primary,Accra,Male,45,6,married,1,146372.51,0,1,0,0,1
3894,15664802,Chinweuba,tertiary,Accra,Female,42,5,divorced,0,101905.34,1,0,0,0,1
3895,15735687,Chinweuba,tertiary,Accra,Male,37,2,married,0,134767.13,1,0,0,1,2
3896,15664734,T'ao,primary,Accra,Female,25,1,married,1,103573.96,0,1,0,0,1
3897,15767894,Ch'ien,secondary,Accra,Female,21,2,married,1,139259.54,0,0,0,1,1
3898,15666884,Su,secondary,Accra,Female,41,5,married,0,187776.49,0,0,0,1,1
3899,15750156,Yu,tertiary,Accra,Male,59,2,divorced,0,8059.44,1,1,0,1,3
3900,15751120,Loyau,secondary,Accra,Female,36,2,married,0,124354.92,0,0,0,1,1
3901,15575748,Conti,secondary,Accra,Male,36,9,married,1,109135.11,0,1,0,0,1
3902,15714610,Alexeeva,secondary,Accra,Male,30,2,single,1,82222.86,0,0,0,1,1
3903,15720305,Power,secondary,Accra,Female,40,1,married,1,136767.16,0,1,0,1,2
3904,15678129,Hill,secondary,Accra,Female,45,9,divorced,0,155516.35,0,0,0,1,1
3905,15566633,Freeman,primary,Accra,Male,55,8,married,1,144584.29,0,1,0,1,2
3906,15680436,Hsing,secondary,Accra,Female,29,4,married,0,164806.89,0,1,0,0,1
3907,15674343,Esposito,tertiary,Accra,Male,44,8,single,1,109153.04,1,0,0,1,2
3908,15658890,Belonwu,primary,Accra,Male,46,4,married,1,86190.34,0,1,0,1,2
3909,15599004,Tsao,secondary,Accra,Male,37,1,married,1,106040.97,0,0,0,1,1
3910,15726487,P'eng,secondary,Accra,Male,63,6,married,1,168008.17,0,0,0,1,1
3911,15698716,Baker,secondary,Accra,Female,70,3,married,0,33350.26,0,1,0,0,1
3912,15710527,Matthews,secondary,Accra,Female,35,4,married,1,119565.34,0,1,0,1,2
3913,15655590,Garcia,unknown,Accra,Male,46,2,married,0,188492.82,0,0,0,1,1
3914,15732266,Field,tertiary,Accra,Male,53,5,married,0,165378.66,1,1,0,1,3
3915,15669326,Gordon,tertiary,Accra,Male,44,2,single,1,14178.73,1,0,0,1,2
3916,15672246,Jefferies,tertiary,Accra,Male,43,2,single,1,97847.05,1,0,0,1,2
3917,15620276,Palermo,primary,Accra,Male,36,6,single,1,118959.64,0,0,0,0,0
3918,15640258,Chou,secondary,Accra,Female,50,6,single,1,50664.07,0,0,0,1,1
3919,15740283,Ewing,secondary,Accra,Male,29,1,married,0,152996.89,0,0,0,1,1
3920,15759717,Mazzi,secondary,Accra,Female,39,7,married,0,19458.75,0,0,0,0,0
3921,15620268,Thomson,tertiary,Accra,Male,43,3,single,0,115268.86,1,0,0,1,2
3922,15743871,Nkemdirim,secondary,Accra,Male,59,3,single,0,25843.7,0,0,0,0,0
3923,15614491,Lockyer,tertiary,Accra,Male,39,3,single,0,147662.33,1,1,0,1,3
3924,15595047,Murray,tertiary,Accra,Male,41,7,divorced,0,134878.34,1,1,0,1,3
3925,15732334,Black,secondary,Accra,Female,40,0,married,0,35795.85,0,1,0,0,1
3926,15701206,Torreggiani,secondary,Accra,Male,44,5,divorced,0,66462.79,0,1,0,1,2
3927,15581280,Atkinson,tertiary,Accra,Male,29,6,single,1,69578.49,1,1,0,1,3
3928,15651943,Richards,secondary,Accra,Female,65,1,single,1,103182.46,0,0,0,0,0
3929,15609545,Azubuike,tertiary,Accra,Male,29,5,married,1,177017.39,1,0,0,1,2
3930,15658548,Ignatiev,secondary,Accra,Female,36,6,single,0,53217.3,0,0,0,1,1
3931,15626008,Miller,tertiary,Accra,Female,52,9,married,1,162756.29,1,0,0,1,2
3932,15774133,Cox,secondary,Accra,Female,35,8,single,1,42181.68,0,0,0,1,1
3933,15763798,McMillan,secondary,Accra,Male,23,1,single,1,31714.08,0,1,0,0,1
3934,15758013,Napolitano,primary,Accra,Male,37,5,married,0,25017.28,0,0,0,1,1
3935,15705765,Lane,secondary,Accra,Female,46,1,divorced,0,104272.04,0,1,0,1,2
3936,15648362,Kennedy,tertiary,Accra,Male,45,3,married,0,84300.4,1,1,0,0,2
3937,15761102,T'ao,secondary,Accra,Female,32,4,married,0,136877.24,0,1,0,1,2
3938,15610165,Hsiung,primary,Accra,Female,26,1,married,1,199409.19,0,0,0,1,1
3939,15723717,Heath,unknown,Accra,Male,41,1,married,0,163147.99,0,0,0,1,1
3940,15654611,Parry,secondary,Accra,Female,25,1,married,0,136497.28,0,0,0,1,1
3941,15659736,Herbert,secondary,Accra,Male,66,5,married,0,10070.4,0,1,0,0,1
3942,15603170,Kang,primary,Accra,Male,32,9,married,0,190068.53,0,1,0,1,2
3943,15786167,Andreyeva,secondary,Accra,Male,20,2,married,1,58309.54,0,0,0,1,1
3944,15671915,Bowen,tertiary,Accra,Male,46,5,married,1,76946.6,1,0,0,1,2
3945,15794792,Golubev,tertiary,Accra,Female,31,8,divorced,1,54129.86,1,1,0,1,3
3946,15652789,Hancock,secondary,Accra,Male,40,10,divorced,1,52990.7,0,0,0,0,0
3947,15739168,Fowler,secondary,Accra,Female,31,5,single,1,161854.98,0,0,0,0,0
3948,15719950,Sutherland,secondary,Accra,Male,61,10,single,1,172141.33,0,0,0,0,0
3949,15743818,Rowley,primary,Accra,Male,58,9,married,1,124429.19,0,1,0,0,1
3950,15717937,Gibbons,secondary,Accra,Male,43,5,married,0,24983.39,0,0,0,1,1
3951,15602841,Lockett,secondary,Accra,Female,28,5,single,1,86699.98,0,0,0,0,0
3952,15619972,Akabueze,primary,Accra,Female,47,9,married,0,125440.11,0,1,0,0,1
3953,15796114,Phelps,primary,Accra,Female,34,7,divorced,0,9443.15,0,1,0,0,1
3954,15633546,Frederick,secondary,Accra,Female,33,3,single,0,195877.06,0,0,0,1,1
3955,15758755,Beneventi,primary,Accra,Female,34,9,married,1,105409.31,0,1,0,0,1
3956,15695168,Bruce,tertiary,Accra,Male,39,2,married,0,100403.05,1,0,0,0,1
3957,15754342,Green,unknown,Accra,Female,60,0,married,1,48502.88,0,0,0,0,0
3958,15756610,Carlson,secondary,Accra,Female,38,5,single,0,47019.66,0,1,0,1,2
3959,15640917,Tang,secondary,Accra,Male,43,5,single,1,48249.88,0,0,0,0,0
3960,15663164,Yudin,tertiary,Accra,Male,49,7,married,1,84358.71,1,1,0,0,2
3961,15616811,MacDonald,secondary,Accra,Male,47,0,single,1,145986.35,0,1,0,1,2
3962,15610781,Watt,secondary,Accra,Female,29,10,married,0,88550.28,0,0,0,0,0
3963,15600911,Mbadiwe,tertiary,Accra,Male,33,2,married,0,3061,1,1,0,1,3
3964,15629603,Chuang,primary,Accra,Male,31,8,married,1,43196.5,0,1,0,0,1
3965,15714981,Sabbatini,secondary,Accra,Male,37,4,single,1,55775.84,0,0,0,0,0
3966,15775892,Caldwell,primary,Accra,Female,23,1,single,0,134077.71,0,0,0,0,0
3967,15782778,Ewers,secondary,Accra,Male,35,4,married,1,198490.33,0,1,0,0,1
3968,15786643,Tsao,secondary,Accra,Male,32,10,married,1,116052.92,0,1,0,0,1
3969,15595657,Hannam,secondary,Accra,Male,40,4,married,1,123202.99,0,1,0,1,2
3970,15743673,Wood,primary,Accra,Male,27,2,married,1,85129.77,0,0,0,1,1
3971,15634310,Ko,primary,Accra,Male,30,6,married,0,180598.86,0,0,0,1,1
3972,15790809,Lo Duca,primary,Accra,Male,40,7,married,0,198694.2,0,0,0,1,1
3973,15668695,Endrizzi,secondary,Accra,Female,22,2,single,0,42934.43,0,0,0,0,0
3974,15669281,Ch'iu,tertiary,Accra,Male,38,3,single,0,114793.45,1,1,0,1,3
3975,15621031,Mofflin,secondary,Accra,Male,27,8,married,0,63297.7,0,0,0,0,0
3976,15720071,Fiorentini,secondary,Accra,Female,49,3,single,0,61820.41,0,1,0,1,2
3977,15792180,Chiekwugo,primary,Accra,Male,22,2,married,0,102246,0,1,0,0,1
3978,15813894,Bogle,secondary,Accra,Male,21,2,single,0,154882.79,0,1,0,0,1
3979,15669490,Ifeanacho,secondary,Accra,Male,37,6,single,0,140723.05,0,1,0,0,1
3980,15783030,Owens,tertiary,Accra,Female,40,7,single,0,72852.74,1,0,0,0,1
3981,15695792,Ch'ien,secondary,Accra,Male,65,0,single,1,85733.33,0,1,0,0,1
3982,15575676,Chung,tertiary,Accra,Male,24,1,single,1,162597.15,1,0,0,1,2
3983,15627665,Sung,tertiary,Accra,Male,46,4,single,0,74379.57,1,1,0,1,3
3984,15814092,Wang,tertiary,Accra,Female,44,2,divorced,1,173117.22,1,0,0,1,2
3985,15695225,Sun,secondary,Accra,Male,38,8,single,1,66485.26,0,0,0,0,0
3986,15615091,Maitland,unknown,Accra,Male,24,1,married,1,92811.2,0,0,0,0,0
3987,15794345,Ma,primary,Accra,Male,38,8,married,1,46635.11,0,1,0,0,1
3988,15726484,Pollard,primary,Accra,Male,37,7,married,1,124830.11,0,1,0,1,2
3989,15650442,Hsieh,secondary,Accra,Female,32,8,married,1,167087.34,0,1,0,1,2
3990,15714256,Gerasimov,secondary,Accra,Male,30,7,divorced,1,163625.56,0,1,0,1,2
3991,15778752,Johnson,primary,Accra,Male,32,10,married,1,172129.26,0,0,0,0,0
3992,15601659,Fiorentino,secondary,Accra,Female,59,7,single,0,163141.18,0,0,0,0,0
3993,15602811,Chioke,primary,Accra,Male,38,0,married,0,94003.11,0,1,0,1,2
3994,15779414,Rossi,secondary,Accra,Male,40,3,divorced,1,138351.68,0,0,0,1,1
3995,15763097,Siciliano,tertiary,Accra,Male,80,8,married,1,34164.05,1,0,0,1,2
3996,15633666,Efremov,secondary,Accra,Female,33,7,married,0,97794.71,0,1,0,0,1
3997,15718789,Brigstocke,primary,Accra,Male,30,5,single,0,75786.55,0,0,0,1,1
3998,15690620,Olisaemeka,primary,Accra,Male,39,10,single,0,136812.02,0,0,0,0,0
3999,15737071,Tang,tertiary,Accra,Female,60,5,married,1,84361.72,1,1,0,0,2
4000,15665062,Lucchese,secondary,Accra,Male,19,1,single,1,2766.63,0,0,0,0,0
4001,15600692,West,unknown,Accra,Male,38,5,single,0,163185.76,0,1,0,0,1
4002,15792064,Pai,secondary,Accra,Male,53,5,single,0,180598.28,0,1,0,1,2
4003,15811486,Tang,secondary,Accra,Female,29,8,married,1,69849.55,0,1,0,1,2
4004,15626141,Fedorov,secondary,Accra,Female,26,1,married,1,19921.72,0,0,0,1,1
4005,15738546,Gboliwe,secondary,Accra,Female,41,4,single,1,147606.71,0,0,0,1,1
4006,15677052,Ko,secondary,Accra,Female,59,2,single,1,126160.24,0,1,0,1,2
4007,15656454,Le Gallienne,unknown,Accra,Male,37,6,married,0,47046.72,0,0,0,0,0
4008,15645496,Seleznyova,primary,Accra,Female,43,7,married,0,143668.58,0,0,0,0,0
4009,15612505,Joseph,tertiary,Accra,Male,45,3,married,0,152577.62,1,1,0,1,3
4010,15708513,Bevan,secondary,Accra,Female,39,1,married,0,191350.48,0,1,0,0,1
4011,15685654,Allan,secondary,Accra,Male,66,9,married,1,14234.31,0,1,0,1,2
4012,15732307,Lavrentiev,tertiary,Accra,Male,33,4,single,1,77906.87,1,1,0,0,2
4013,15726814,Walton,secondary,Accra,Male,46,4,married,1,57320.92,0,0,0,1,1
4014,15653776,Salier,secondary,Accra,Female,57,1,married,0,27145.73,0,0,0,1,1
4015,15597914,Evdokimov,secondary,Accra,Female,51,2,divorced,1,26912.72,0,0,0,1,1
4016,15631603,Ponomaryova,secondary,Accra,Male,32,1,married,1,26476.18,0,0,0,1,1
4017,15789753,Millar,secondary,Accra,Male,40,6,single,1,79329.7,0,1,0,1,2
4018,15678034,Grosse,tertiary,Accra,Male,46,9,single,0,13464.64,1,0,0,1,2
4019,15690209,Hsiao,secondary,Accra,Female,32,3,married,0,114149.8,0,1,0,1,2
4020,15592091,Belbin,secondary,Accra,Male,31,2,married,1,135171.6,0,1,0,1,2
4021,15647453,Ifeajuna,tertiary,Accra,Male,42,4,married,0,1187.88,1,1,0,1,3
4022,15697100,Wright,secondary,Accra,Female,48,6,married,0,184564.67,0,1,0,1,2
4023,15811290,Komarova,primary,Accra,Male,44,0,married,1,33391.38,0,0,0,1,1
4024,15629187,Titheradge,primary,Accra,Male,38,8,single,0,9238.35,0,1,0,0,1
4025,15758073,Dellucci,primary,Accra,Female,20,2,married,0,28029.54,0,0,0,0,0
4026,15640769,Hobbs,tertiary,Accra,Male,63,8,single,1,42790.29,1,0,0,0,1
4027,15606641,Beggs,secondary,Accra,Male,56,10,married,1,77142.42,0,0,0,1,1
4028,15718280,Luffman,tertiary,Accra,Male,39,5,divorced,1,146219.9,1,0,0,0,1
4029,15764335,Caldwell,secondary,Accra,Female,41,8,single,0,70127.93,0,1,0,1,2
4030,15634218,Mancini,secondary,Accra,Male,27,4,married,0,132104.76,0,1,0,0,1
4031,15808760,Evseev,primary,Accra,Female,42,6,married,1,90437.87,0,0,0,1,1
4032,15648461,Hs?eh,primary,Accra,Male,37,7,married,1,113926.31,0,1,0,0,1
4033,15593555,Chinedum,primary,Accra,Male,38,9,married,1,12050.77,0,1,0,0,1
4034,15569079,Hagins,unknown,Accra,Male,48,6,married,0,64345.61,0,0,0,1,1
4035,15800736,Kirwan,secondary,Accra,Female,42,4,married,1,199242.65,0,1,0,0,1
4036,15792607,Little,primary,Accra,Female,38,2,married,0,75578.67,0,1,0,0,1
4037,15640034,Milligan,primary,Accra,Male,42,2,divorced,0,43435.43,0,0,0,0,0
4038,15807563,Ch'iu,secondary,Accra,Female,52,5,single,0,183239.71,0,1,0,0,1
4039,15684461,McKay,secondary,Accra,Female,31,6,single,0,146213.75,0,0,0,0,0
4040,15580134,Crawford,tertiary,Accra,Male,27,2,married,1,40315.27,1,1,0,1,3
4041,15679075,Onyemere,tertiary,Accra,Male,37,8,single,0,16966.73,1,1,0,1,3
4042,15742504,Azuka,unknown,Accra,Male,36,2,married,0,80608.12,0,0,0,0,0
4043,15567328,Ch'en,secondary,Accra,Male,38,5,single,1,19233.41,0,1,0,1,2
4044,15698294,Royster,primary,Accra,Male,31,1,married,0,135382.23,0,0,0,0,0
4045,15607142,Parkin,tertiary,Accra,Male,32,8,married,1,80410.68,1,0,0,0,1
4046,15738516,Kozlova,unknown,Accra,Female,36,5,married,0,17696.22,0,0,0,0,0
4047,15806403,Hu,primary,Accra,Male,37,9,married,0,17974.08,0,0,0,0,0
4048,15656707,Ma,secondary,Accra,Male,21,2,married,1,180712.28,0,0,0,1,1
4049,15653715,Coates,secondary,Accra,Female,63,7,married,1,56323.21,0,0,0,1,1
4050,15806184,Burns,secondary,Accra,Male,33,4,single,1,77550.18,0,1,0,1,2
4051,15585734,Gouger,primary,Accra,Male,41,9,married,1,166957.82,0,1,0,0,1
4052,15725639,Ignatyev,secondary,Accra,Female,63,9,single,1,184243.25,0,0,0,1,1
4053,15618401,Douglas,secondary,Accra,Male,41,10,single,1,114072.91,0,0,0,0,0
4054,15785385,Fiorentino,secondary,Accra,Male,51,5,single,0,153917.41,0,0,0,0,0
4055,15734762,Ignatiev,tertiary,Accra,Female,56,3,divorced,0,4176.17,1,1,0,0,2
4056,15767129,Munz,secondary,Accra,Female,60,6,single,1,142963.29,0,1,0,1,2
4057,15797204,Paling,secondary,Accra,Female,28,3,married,1,76844.23,0,0,0,0,0
